ts,stage,epoch,step,loss
"2026-07-02 20:44:19,159",2,14,520,0.7204
"2026-07-02 20:44:37,731",2,14,540,0.7229
"2026-07-02 20:44:56,082",2,14,560,0.7226
"2026-07-02 20:45:14,501",2,14,580,0.7241
"2026-07-02 20:45:32,768",2,14,600,0.722
"2026-07-02 20:45:51,043",2,14,620,0.7236
"2026-07-02 20:46:09,434",2,14,640,0.7245
"2026-07-02 20:46:27,749",2,14,660,0.7251
"2026-07-02 20:46:46,011",2,14,680,0.7249
"2026-07-02 20:47:04,292",2,14,700,0.7265
"2026-07-02 20:47:22,562",2,14,720,0.7264
"2026-07-02 20:47:40,821",2,14,740,0.7258
"2026-07-02 20:47:59,087",2,14,760,0.7243
"2026-07-02 20:48:17,350",2,14,780,0.7251
"2026-07-02 20:48:35,604",2,14,800,0.7225
"2026-07-02 20:48:53,999",2,14,820,0.7249
"2026-07-02 20:49:12,285",2,14,840,0.7221
"2026-07-02 20:49:30,543",2,14,860,0.721
"2026-07-02 20:49:48,812",2,14,880,0.7218
"2026-07-02 20:51:58,319",2,15,20,0.6934
"2026-07-02 20:52:16,611",2,15,40,0.6322
"2026-07-02 20:52:34,882",2,15,60,0.6207
"2026-07-02 20:52:53,162",2,15,80,0.6244
"2026-07-02 20:53:11,454",2,15,100,0.615
"2026-07-02 20:53:29,704",2,15,120,0.6377
"2026-07-02 20:53:47,993",2,15,140,0.6413
"2026-07-02 20:54:06,268",2,15,160,0.6526
"2026-07-02 20:54:24,606",2,15,180,0.6531
"2026-07-02 20:54:42,873",2,15,200,0.6514
"2026-07-02 20:55:01,166",2,15,220,0.6604
"2026-07-02 20:55:19,422",2,15,240,0.6616
"2026-07-02 20:55:37,681",2,15,260,0.6648
"2026-07-02 20:55:55,953",2,15,280,0.6672
"2026-07-02 20:56:14,240",2,15,300,0.6642
"2026-07-02 20:56:32,496",2,15,320,0.6644
"2026-07-02 20:56:50,753",2,15,340,0.6685
"2026-07-02 20:57:09,025",2,15,360,0.6682
"2026-07-02 20:57:27,283",2,15,380,0.6691
"2026-07-02 20:57:45,539",2,15,400,0.6701
"2026-07-02 20:58:03,811",2,15,420,0.6675
"2026-07-02 20:58:22,157",2,15,440,0.6658
"2026-07-02 20:58:40,442",2,15,460,0.6652
"2026-07-02 20:58:58,668",2,15,480,0.6672
"2026-07-02 20:59:16,904",2,15,500,0.6687
"2026-07-02 20:59:35,113",2,15,520,0.667
"2026-07-02 20:59:53,314",2,15,540,0.6675
"2026-07-02 21:00:11,554",2,15,560,0.6648
"2026-07-02 21:00:29,822",2,15,580,0.6634
"2026-07-02 21:00:48,075",2,15,600,0.6651
"2026-07-02 21:01:06,322",2,15,620,0.6658
"2026-07-02 21:01:24,576",2,15,640,0.6661
"2026-07-02 21:01:42,841",2,15,660,0.6657
"2026-07-02 21:02:01,085",2,15,680,0.6671
"2026-07-02 21:02:19,352",2,15,700,0.6707
"2026-07-02 21:02:37,612",2,15,720,0.6737
"2026-07-02 21:02:55,874",2,15,740,0.6746
"2026-07-02 21:03:14,118",2,15,760,0.6731
"2026-07-02 21:03:32,369",2,15,780,0.6754
"2026-07-02 21:03:50,634",2,15,800,0.6761
"2026-07-02 21:04:08,887",2,15,820,0.6774
"2026-07-02 21:04:27,239",2,15,840,0.6765
"2026-07-02 21:04:45,508",2,15,860,0.6773
"2026-07-02 21:05:03,781",2,15,880,0.6781
"2026-07-02 21:07:12,883",2,16,20,0.6419
"2026-07-02 21:07:31,197",2,16,40,0.6232
"2026-07-02 21:07:49,485",2,16,60,0.6633
"2026-07-02 21:08:07,976",2,16,80,0.6517
"2026-07-02 21:08:26,300",2,16,100,0.6378
"2026-07-02 21:08:44,811",2,16,120,0.6364
"2026-07-02 21:09:03,158",2,16,140,0.6317
"2026-07-02 21:09:21,458",2,16,160,0.6336
"2026-07-02 21:09:39,839",2,16,180,0.6354
"2026-07-02 21:09:58,223",2,16,200,0.6229
"2026-07-02 21:10:16,593",2,16,220,0.6202
"2026-07-02 21:10:34,938",2,16,240,0.6274
"2026-07-02 21:10:53,307",2,16,260,0.6253
"2026-07-02 21:11:11,691",2,16,280,0.6313
"2026-07-02 21:11:30,203",2,16,300,0.6325
"2026-07-02 21:11:48,691",2,16,320,0.6369
"2026-07-02 21:12:07,101",2,16,340,0.6371
"2026-07-02 21:12:25,532",2,16,360,0.6347
"2026-07-02 21:12:43,826",2,16,380,0.6273
"2026-07-02 21:13:02,190",2,16,400,0.6268
"2026-07-02 21:13:20,601",2,16,420,0.6294
"2026-07-02 21:13:38,848",2,16,440,0.6296
"2026-07-02 21:13:57,111",2,16,460,0.6267
"2026-07-02 21:14:15,405",2,16,480,0.6283
"2026-07-02 21:14:33,691",2,16,500,0.6291
"2026-07-02 21:14:51,999",2,16,520,0.6285
"2026-07-02 21:15:10,257",2,16,540,0.6323
"2026-07-02 21:15:28,524",2,16,560,0.6315
"2026-07-02 21:15:46,888",2,16,580,0.6324
"2026-07-02 21:16:05,135",2,16,600,0.6337
"2026-07-02 21:16:23,498",2,16,620,0.6344
"2026-07-02 21:16:42,128",2,16,640,0.6332
"2026-07-02 21:17:00,374",2,16,660,0.6331
"2026-07-02 21:17:18,630",2,16,680,0.6304
"2026-07-02 21:17:36,887",2,16,700,0.6303
"2026-07-02 21:17:55,135",2,16,720,0.6302
"2026-07-02 21:18:13,387",2,16,740,0.6293
"2026-07-02 21:18:31,735",2,16,760,0.6282
"2026-07-02 21:18:49,989",2,16,780,0.6287
"2026-07-02 21:19:08,241",2,16,800,0.629
"2026-07-02 21:19:26,578",2,16,820,0.6295
"2026-07-02 21:19:44,842",2,16,840,0.6292
"2026-07-02 21:20:03,096",2,16,860,0.628
"2026-07-02 21:20:21,344",2,16,880,0.6283
"2026-07-02 21:22:29,796",2,17,20,0.6075
"2026-07-02 21:22:48,046",2,17,40,0.5961
"2026-07-02 21:23:06,335",2,17,60,0.6009
"2026-07-02 21:23:24,702",2,17,80,0.5945
"2026-07-02 21:23:43,112",2,17,100,0.5874
"2026-07-02 21:24:01,389",2,17,120,0.5875
"2026-07-02 21:24:19,649",2,17,140,0.5912
"2026-07-02 21:24:37,936",2,17,160,0.5866
"2026-07-02 21:24:56,221",2,17,180,0.5778
"2026-07-02 21:25:14,504",2,17,200,0.5803
"2026-07-02 21:25:32,774",2,17,220,0.5782
"2026-07-02 21:25:51,041",2,17,240,0.5787
"2026-07-02 21:26:09,411",2,17,260,0.5794
"2026-07-02 21:26:27,698",2,17,280,0.5789
"2026-07-02 21:26:46,024",2,17,300,0.5808
"2026-07-02 21:27:04,394",2,17,320,0.5827
"2026-07-02 21:27:22,849",2,17,340,0.5809
"2026-07-02 21:27:41,197",2,17,360,0.5803
"2026-07-02 21:27:59,506",2,17,380,0.5837
"2026-07-02 21:28:17,849",2,17,400,0.5844
"2026-07-02 21:28:36,216",2,17,420,0.5834
"2026-07-02 21:28:54,636",2,17,440,0.582
"2026-07-02 21:29:12,979",2,17,460,0.5819
"2026-07-02 21:29:31,298",2,17,480,0.5822
"2026-07-02 21:29:49,597",2,17,500,0.5816
"2026-07-02 21:30:07,840",2,17,520,0.5823
"2026-07-02 21:30:26,165",2,17,540,0.5832
"2026-07-02 21:30:44,422",2,17,560,0.5821
"2026-07-02 21:31:02,703",2,17,580,0.5859
"2026-07-02 21:31:20,972",2,17,600,0.5839
"2026-07-02 21:31:39,219",2,17,620,0.5822
"2026-07-02 21:31:57,481",2,17,640,0.5825
"2026-07-02 21:32:15,734",2,17,660,0.5826
"2026-07-02 21:32:33,979",2,17,680,0.5836
"2026-07-02 21:32:52,230",2,17,700,0.5838
"2026-07-02 21:33:10,494",2,17,720,0.5831
"2026-07-02 21:33:28,806",2,17,740,0.5838
"2026-07-02 21:33:47,195",2,17,760,0.5826
"2026-07-02 21:34:05,450",2,17,780,0.5813
"2026-07-02 21:34:23,722",2,17,800,0.5818
"2026-07-02 21:34:42,169",2,17,820,0.5813
"2026-07-02 21:35:00,419",2,17,840,0.5815
"2026-07-02 21:35:18,670",2,17,860,0.5833
"2026-07-02 21:35:36,979",2,17,880,0.5845
"2026-07-02 21:37:46,107",2,18,20,0.6079
"2026-07-02 21:38:04,538",2,18,40,0.5498
"2026-07-02 21:38:22,827",2,18,60,0.5488
"2026-07-02 21:38:41,267",2,18,80,0.5327
"2026-07-02 21:38:59,530",2,18,100,0.5306
"2026-07-02 21:39:17,779",2,18,120,0.5317
"2026-07-02 21:39:36,027",2,18,140,0.5308
"2026-07-02 21:39:54,294",2,18,160,0.5263
"2026-07-02 21:40:12,554",2,18,180,0.5271
"2026-07-02 21:40:30,807",2,18,200,0.5326
"2026-07-02 21:40:49,055",2,18,220,0.5318
"2026-07-02 21:41:07,331",2,18,240,0.5338
"2026-07-02 21:41:25,577",2,18,260,0.5271
"2026-07-02 21:41:43,825",2,18,280,0.5273
"2026-07-02 21:42:02,076",2,18,300,0.5299
"2026-07-02 21:42:20,340",2,18,320,0.5329
"2026-07-02 21:42:38,627",2,18,340,0.5344
"2026-07-02 21:42:56,934",2,18,360,0.5345
"2026-07-02 21:43:15,262",2,18,380,0.5361
"2026-07-02 21:43:33,567",2,18,400,0.5354
"2026-07-02 21:43:51,888",2,18,420,0.5348
"2026-07-02 21:44:10,227",2,18,440,0.5336
"2026-07-02 21:44:28,516",2,18,460,0.5345
"2026-07-02 21:44:46,885",2,18,480,0.5333
"2026-07-02 21:45:05,245",2,18,500,0.5363
"2026-07-02 21:45:23,597",2,18,520,0.5378
"2026-07-02 21:45:41,920",2,18,540,0.5391
"2026-07-02 21:46:00,307",2,18,560,0.5422
"2026-07-02 21:46:18,692",2,18,580,0.5438
"2026-07-02 21:46:37,058",2,18,600,0.5443
"2026-07-02 21:46:55,431",2,18,620,0.5436
"2026-07-02 21:47:13,821",2,18,640,0.5442
"2026-07-02 21:47:32,164",2,18,660,0.545
"2026-07-02 21:47:50,450",2,18,680,0.5455
"2026-07-02 21:48:08,774",2,18,700,0.5473
"2026-07-02 21:48:27,057",2,18,720,0.5475
"2026-07-02 21:48:45,386",2,18,740,0.5466
"2026-07-02 21:49:03,664",2,18,760,0.5478
"2026-07-02 21:49:21,916",2,18,780,0.5495
"2026-07-02 21:49:40,164",2,18,800,0.5492
"2026-07-02 21:49:58,429",2,18,820,0.5483
"2026-07-02 21:50:16,687",2,18,840,0.5481
"2026-07-02 21:50:34,931",2,18,860,0.5488
"2026-07-02 21:50:53,186",2,18,880,0.5494
"2026-07-02 21:53:01,250",2,19,20,0.4503
"2026-07-02 21:53:19,508",2,19,40,0.4672
"2026-07-02 21:53:37,765",2,19,60,0.4815
"2026-07-02 21:53:56,017",2,19,80,0.4859
"2026-07-02 21:54:14,263",2,19,100,0.4831
"2026-07-02 21:54:32,525",2,19,120,0.4824
"2026-07-02 21:54:50,757",2,19,140,0.4866
"2026-07-02 21:55:09,008",2,19,160,0.4891
"2026-07-02 21:55:27,256",2,19,180,0.491
"2026-07-02 21:55:45,520",2,19,200,0.4956
"2026-07-02 21:56:03,848",2,19,220,0.498
"2026-07-02 21:56:22,170",2,19,240,0.4971
"2026-07-02 21:56:40,487",2,19,260,0.4991
"2026-07-02 21:56:58,805",2,19,280,0.4984
"2026-07-02 21:57:17,175",2,19,300,0.5021
"2026-07-02 21:57:35,566",2,19,320,0.507
"2026-07-02 21:57:53,951",2,19,340,0.508
"2026-07-02 21:58:12,328",2,19,360,0.5122
"2026-07-02 21:58:30,715",2,19,380,0.5073
"2026-07-02 21:58:49,098",2,19,400,0.5098
"2026-07-02 21:59:07,401",2,19,420,0.5112
"2026-07-02 21:59:25,650",2,19,440,0.5093
"2026-07-02 21:59:43,899",2,19,460,0.5109
"2026-07-02 22:00:02,155",2,19,480,0.5115
"2026-07-02 22:00:20,419",2,19,500,0.5108
"2026-07-02 22:00:38,672",2,19,520,0.5114
"2026-07-02 22:00:56,920",2,19,540,0.5116
"2026-07-02 22:01:15,342",2,19,560,0.5123
"2026-07-02 22:01:33,753",2,19,580,0.512
"2026-07-02 22:01:52,182",2,19,600,0.5126
"2026-07-02 22:02:10,627",2,19,620,0.5131
"2026-07-02 22:02:29,070",2,19,640,0.513
"2026-07-02 22:02:47,509",2,19,660,0.5141
"2026-07-02 22:03:06,045",2,19,680,0.5149
"2026-07-02 22:03:24,491",2,19,700,0.5144
"2026-07-02 22:03:42,941",2,19,720,0.5136
"2026-07-02 22:04:01,382",2,19,740,0.5126
"2026-07-02 22:04:19,849",2,19,760,0.5121
"2026-07-02 22:04:38,258",2,19,780,0.5124
"2026-07-02 22:04:56,520",2,19,800,0.5107
"2026-07-02 22:05:14,794",2,19,820,0.5116
"2026-07-02 22:05:33,134",2,19,840,0.5122
"2026-07-02 22:05:51,511",2,19,860,0.5127
"2026-07-02 22:06:09,888",2,19,880,0.5122
"2026-07-02 22:08:18,564",2,20,20,0.4731
"2026-07-02 22:08:36,812",2,20,40,0.4613
"2026-07-02 22:08:55,065",2,20,60,0.4474
"2026-07-02 22:09:13,328",2,20,80,0.457
"2026-07-02 22:09:31,584",2,20,100,0.4632
"2026-07-02 22:09:49,831",2,20,120,0.4645
"2026-07-02 22:10:08,087",2,20,140,0.4763
"2026-07-02 22:10:26,354",2,20,160,0.4767
"2026-07-02 22:10:44,599",2,20,180,0.4827
"2026-07-02 22:11:02,848",2,20,200,0.4818
"2026-07-02 22:11:21,208",2,20,220,0.4827
"2026-07-02 22:11:39,423",2,20,240,0.481
"2026-07-02 22:11:57,677",2,20,260,0.4806
"2026-07-02 22:12:16,008",2,20,280,0.4832
"2026-07-02 22:12:34,298",2,20,300,0.4822
"2026-07-02 22:12:52,552",2,20,320,0.4789
"2026-07-02 22:13:10,799",2,20,340,0.4818
"2026-07-02 22:13:29,052",2,20,360,0.4811
"2026-07-02 22:13:47,321",2,20,380,0.4818
"2026-07-02 22:14:05,575",2,20,400,0.478
"2026-07-02 22:14:23,819",2,20,420,0.4797
"2026-07-02 22:14:42,082",2,20,440,0.4783
"2026-07-02 22:15:00,344",2,20,460,0.4777
"2026-07-02 22:15:18,583",2,20,480,0.4782
"2026-07-02 22:15:36,830",2,20,500,0.4785
"2026-07-02 22:15:55,087",2,20,520,0.4814
"2026-07-02 22:16:13,341",2,20,540,0.4818
"2026-07-02 22:16:31,687",2,20,560,0.4818
"2026-07-02 22:16:49,953",2,20,580,0.4834
"2026-07-02 22:17:08,223",2,20,600,0.4848
"2026-07-02 22:17:26,638",2,20,620,0.4838
"2026-07-02 22:17:45,229",2,20,640,0.4824
"2026-07-02 22:18:03,563",2,20,660,0.4844
"2026-07-02 22:18:21,857",2,20,680,0.4841
"2026-07-02 22:18:40,176",2,20,700,0.4861
"2026-07-02 22:18:58,537",2,20,720,0.4856
"2026-07-02 22:19:16,876",2,20,740,0.4866
"2026-07-02 22:19:35,315",2,20,760,0.4873
"2026-07-02 22:19:53,699",2,20,780,0.487
"2026-07-02 22:20:12,004",2,20,800,0.4893
"2026-07-02 22:20:30,327",2,20,820,0.489
"2026-07-02 22:20:48,658",2,20,840,0.4899
"2026-07-02 22:21:07,013",2,20,860,0.4908
"2026-07-02 22:21:25,531",2,20,880,0.4906
"2026-07-02 22:23:35,456",2,21,20,0.4001
"2026-07-02 22:23:53,725",2,21,40,0.4507
"2026-07-02 22:24:11,997",2,21,60,0.4332
"2026-07-02 22:24:30,244",2,21,80,0.4328
"2026-07-02 22:24:48,499",2,21,100,0.4358
"2026-07-02 22:25:06,757",2,21,120,0.4334
"2026-07-02 22:25:25,022",2,21,140,0.4318
"2026-07-02 22:25:43,270",2,21,160,0.4283
"2026-07-02 22:26:01,535",2,21,180,0.4355
"2026-07-02 22:26:19,817",2,21,200,0.4363
"2026-07-02 22:26:38,064",2,21,220,0.4371
"2026-07-02 22:26:56,316",2,21,240,0.4421
"2026-07-02 22:27:14,580",2,21,260,0.4448
"2026-07-02 22:27:32,839",2,21,280,0.4446
"2026-07-02 22:27:51,093",2,21,300,0.4458
"2026-07-02 22:28:09,348",2,21,320,0.4464
"2026-07-02 22:28:27,662",2,21,340,0.4451
"2026-07-02 22:28:45,910",2,21,360,0.4478
"2026-07-02 22:29:04,161",2,21,380,0.4492
"2026-07-02 22:29:22,421",2,21,400,0.4457
"2026-07-02 22:29:40,684",2,21,420,0.447
"2026-07-02 22:29:58,932",2,21,440,0.4488
"2026-07-02 22:30:17,183",2,21,460,0.4493
"2026-07-02 22:30:35,451",2,21,480,0.4507
"2026-07-02 22:30:53,709",2,21,500,0.451
"2026-07-02 22:31:11,960",2,21,520,0.4517
"2026-07-02 22:31:30,213",2,21,540,0.4503
"2026-07-02 22:31:48,481",2,21,560,0.4513
"2026-07-02 22:32:06,732",2,21,580,0.4512
"2026-07-02 22:32:25,280",2,21,600,0.451
"2026-07-02 22:32:43,600",2,21,620,0.4525
"2026-07-02 22:33:01,868",2,21,640,0.4523
"2026-07-02 22:33:20,109",2,21,660,0.4531
"2026-07-02 22:33:38,351",2,21,680,0.4533
"2026-07-02 22:33:56,632",2,21,700,0.4541
"2026-07-02 22:34:14,885",2,21,720,0.454
"2026-07-02 22:34:33,188",2,21,740,0.4558
"2026-07-02 22:34:51,497",2,21,760,0.4559
"2026-07-02 22:35:09,764",2,21,780,0.4569
"2026-07-02 22:35:28,087",2,21,800,0.4563
"2026-07-02 22:35:46,439",2,21,820,0.4568
"2026-07-02 22:36:04,848",2,21,840,0.4568
"2026-07-02 22:36:23,167",2,21,860,0.4562
"2026-07-02 22:36:41,477",2,21,880,0.4571
"2026-07-02 22:38:51,130",2,22,20,0.4366
"2026-07-02 22:39:09,553",2,22,40,0.4703
"2026-07-02 22:39:27,989",2,22,60,0.4528
"2026-07-02 22:39:46,385",2,22,80,0.4509
"2026-07-02 22:40:04,978",2,22,100,0.4489
"2026-07-02 22:40:23,411",2,22,120,0.4437
"2026-07-02 22:40:41,766",2,22,140,0.4394
"2026-07-02 22:41:00,059",2,22,160,0.4396
"2026-07-02 22:41:18,444",2,22,180,0.4367
"2026-07-02 22:41:36,730",2,22,200,0.4443
"2026-07-02 22:41:54,994",2,22,220,0.4417
"2026-07-02 22:42:13,284",2,22,240,0.4402
"2026-07-02 22:42:31,554",2,22,260,0.4377
"2026-07-02 22:42:49,828",2,22,280,0.4397
"2026-07-02 22:43:08,114",2,22,300,0.4393
"2026-07-02 22:43:26,363",2,22,320,0.4349
"2026-07-02 22:43:44,604",2,22,340,0.4353
"2026-07-02 22:44:02,964",2,22,360,0.435
"2026-07-02 22:44:21,461",2,22,380,0.4347
"2026-07-02 22:44:39,971",2,22,400,0.4362
"2026-07-02 22:44:58,225",2,22,420,0.4357
"2026-07-02 22:45:16,494",2,22,440,0.4347
"2026-07-02 22:45:34,787",2,22,460,0.4369
"2026-07-02 22:45:53,034",2,22,480,0.4374
"2026-07-02 22:46:11,433",2,22,500,0.4368
"2026-07-02 22:46:29,716",2,22,520,0.4401
"2026-07-02 22:46:48,119",2,22,540,0.4398
"2026-07-02 22:47:06,370",2,22,560,0.4393
"2026-07-02 22:47:24,629",2,22,580,0.4388
"2026-07-02 22:47:42,897",2,22,600,0.4388
"2026-07-02 22:48:01,151",2,22,620,0.4391
"2026-07-02 22:48:19,402",2,22,640,0.4396
"2026-07-02 22:48:37,667",2,22,660,0.4404
"2026-07-02 22:48:56,162",2,22,680,0.4406
"2026-07-02 22:49:14,516",2,22,700,0.441
"2026-07-02 22:49:32,771",2,22,720,0.4405
"2026-07-02 22:49:51,037",2,22,740,0.4395
"2026-07-02 22:50:09,372",2,22,760,0.4387
"2026-07-02 22:50:27,623",2,22,780,0.4389
"2026-07-02 22:50:45,878",2,22,800,0.4391
"2026-07-02 22:51:04,376",2,22,820,0.4396
"2026-07-02 22:51:22,624",2,22,840,0.4398
"2026-07-02 22:51:40,916",2,22,860,0.4405
"2026-07-02 22:51:59,179",2,22,880,0.4415
"2026-07-02 22:54:08,269",2,23,20,0.3894
"2026-07-02 22:54:26,572",2,23,40,0.4022
"2026-07-02 22:54:45,023",2,23,60,0.4096
"2026-07-02 22:55:03,358",2,23,80,0.4047
"2026-07-02 22:55:21,666",2,23,100,0.4099
"2026-07-02 22:55:40,015",2,23,120,0.4037
"2026-07-02 22:55:58,405",2,23,140,0.4064
"2026-07-02 22:56:16,774",2,23,160,0.4067
"2026-07-02 22:56:35,097",2,23,180,0.4019
"2026-07-02 22:56:53,451",2,23,200,0.402
"2026-07-02 22:57:11,743",2,23,220,0.4022
"2026-07-02 22:57:30,056",2,23,240,0.401
"2026-07-02 22:57:48,323",2,23,260,0.4002
"2026-07-02 22:58:06,670",2,23,280,0.3997
"2026-07-02 22:58:24,983",2,23,300,0.401
"2026-07-02 22:58:43,266",2,23,320,0.404
"2026-07-02 22:59:01,528",2,23,340,0.4062
"2026-07-02 22:59:19,781",2,23,360,0.4078
"2026-07-02 22:59:38,030",2,23,380,0.41
"2026-07-02 22:59:56,296",2,23,400,0.4098
"2026-07-02 23:00:14,545",2,23,420,0.4083
"2026-07-02 23:00:32,879",2,23,440,0.4098
"2026-07-02 23:00:51,138",2,23,460,0.4129
"2026-07-02 23:01:09,410",2,23,480,0.4127
"2026-07-02 23:01:27,681",2,23,500,0.4124
"2026-07-02 23:01:45,927",2,23,520,0.4131
"2026-07-02 23:02:04,189",2,23,540,0.4152
"2026-07-02 23:02:22,491",2,23,560,0.4155
"2026-07-02 23:02:40,733",2,23,580,0.4163
"2026-07-02 23:02:58,981",2,23,600,0.4178
"2026-07-02 23:03:17,241",2,23,620,0.4197
"2026-07-02 23:03:35,500",2,23,640,0.4208
"2026-07-02 23:03:53,865",2,23,660,0.4207
"2026-07-02 23:04:12,116",2,23,680,0.4216
"2026-07-02 23:04:30,390",2,23,700,0.4213
"2026-07-02 23:04:48,642",2,23,720,0.4219
"2026-07-02 23:05:06,893",2,23,740,0.4231
"2026-07-02 23:05:25,226",2,23,760,0.4221
"2026-07-02 23:05:43,488",2,23,780,0.4214
"2026-07-02 23:06:01,736",2,23,800,0.4223
"2026-07-02 23:06:19,981",2,23,820,0.4231
"2026-07-02 23:06:38,244",2,23,840,0.4235
"2026-07-02 23:06:56,503",2,23,860,0.4234
"2026-07-02 23:07:14,754",2,23,880,0.4229
"2026-07-02 23:09:23,326",2,24,20,0.4194
"2026-07-02 23:09:41,579",2,24,40,0.4117
"2026-07-02 23:09:59,838",2,24,60,0.4137
"2026-07-02 23:10:18,099",2,24,80,0.4133
"2026-07-02 23:10:36,349",2,24,100,0.4095
"2026-07-02 23:10:54,618",2,24,120,0.4114
"2026-07-02 23:11:12,925",2,24,140,0.4063
"2026-07-02 23:11:31,172",2,24,160,0.4077
"2026-07-02 23:11:49,420",2,24,180,0.4089
"2026-07-02 23:12:07,697",2,24,200,0.4102
"2026-07-02 23:12:25,988",2,24,220,0.4098
"2026-07-02 23:12:44,335",2,24,240,0.4046
"2026-07-02 23:13:02,635",2,24,260,0.4031
"2026-07-02 23:13:20,898",2,24,280,0.4019
"2026-07-02 23:13:39,218",2,24,300,0.4034
"2026-07-02 23:13:57,581",2,24,320,0.4041
"2026-07-02 23:14:15,932",2,24,340,0.4041
"2026-07-02 23:14:34,234",2,24,360,0.4024
"2026-07-02 23:14:52,543",2,24,380,0.4035
"2026-07-02 23:15:10,814",2,24,400,0.4032
"2026-07-02 23:15:29,063",2,24,420,0.404
"2026-07-02 23:15:47,457",2,24,440,0.401
"2026-07-02 23:16:05,740",2,24,460,0.3991
"2026-07-02 23:16:23,992",2,24,480,0.3984
"2026-07-02 23:16:42,286",2,24,500,0.3996
"2026-07-02 23:17:00,542",2,24,520,0.4013
"2026-07-02 23:17:18,787",2,24,540,0.4006
"2026-07-02 23:17:37,037",2,24,560,0.4002
"2026-07-02 23:17:55,298",2,24,580,0.4001
"2026-07-02 23:18:13,553",2,24,600,0.4012
"2026-07-02 23:18:31,819",2,24,620,0.3999
"2026-07-02 23:18:50,071",2,24,640,0.4018
"2026-07-02 23:19:08,335",2,24,660,0.4012
"2026-07-02 23:19:26,592",2,24,680,0.4025
"2026-07-02 23:19:44,841",2,24,700,0.4028
"2026-07-02 23:20:03,100",2,24,720,0.4023
"2026-07-02 23:20:21,364",2,24,740,0.4021
"2026-07-02 23:20:39,652",2,24,760,0.4033
"2026-07-02 23:20:57,978",2,24,780,0.4038
"2026-07-02 23:21:16,544",2,24,800,0.4049
"2026-07-02 23:21:34,807",2,24,820,0.4055
"2026-07-02 23:21:53,056",2,24,840,0.4062
"2026-07-02 23:22:11,307",2,24,860,0.406
"2026-07-02 23:22:29,537",2,24,880,0.4063
"2026-07-02 23:24:38,448",2,25,20,0.3636
"2026-07-02 23:24:56,700",2,25,40,0.3678
"2026-07-02 23:25:14,944",2,25,60,0.3759
"2026-07-02 23:25:33,255",2,25,80,0.3838
"2026-07-02 23:25:51,517",2,25,100,0.3892
"2026-07-02 23:26:09,993",2,25,120,0.3844
"2026-07-02 23:26:28,262",2,25,140,0.3845
"2026-07-02 23:26:46,611",2,25,160,0.3856
"2026-07-02 23:27:04,955",2,25,180,0.3867
"2026-07-02 23:27:23,197",2,25,200,0.3917
"2026-07-02 23:27:41,621",2,25,220,0.3953
"2026-07-02 23:27:59,963",2,25,240,0.3971
"2026-07-02 23:28:18,343",2,25,260,0.3945
"2026-07-02 23:28:36,827",2,25,280,0.3928
"2026-07-02 23:28:55,220",2,25,300,0.3934
"2026-07-02 23:29:13,607",2,25,320,0.3919
"2026-07-02 23:29:31,902",2,25,340,0.3941
"2026-07-02 23:29:50,236",2,25,360,0.395
"2026-07-02 23:30:08,562",2,25,380,0.3948
"2026-07-02 23:30:26,905",2,25,400,0.3947
"2026-07-02 23:30:45,349",2,25,420,0.3925
"2026-07-02 23:31:03,716",2,25,440,0.3935
"2026-07-02 23:31:22,075",2,25,460,0.3939
"2026-07-02 23:31:40,391",2,25,480,0.3954
"2026-07-02 23:31:58,838",2,25,500,0.3955
"2026-07-02 23:32:17,176",2,25,520,0.3942
"2026-07-02 23:32:35,486",2,25,540,0.3934
"2026-07-02 23:32:53,788",2,25,560,0.3949
"2026-07-02 23:33:12,072",2,25,580,0.3953
"2026-07-02 23:33:30,379",2,25,600,0.3969
"2026-07-02 23:33:48,644",2,25,620,0.3958
"2026-07-02 23:34:07,046",2,25,640,0.3946
"2026-07-02 23:34:25,354",2,25,660,0.3933
"2026-07-02 23:34:43,636",2,25,680,0.3926
"2026-07-02 23:35:01,900",2,25,700,0.3932
"2026-07-02 23:35:20,146",2,25,720,0.394
"2026-07-02 23:35:38,397",2,25,740,0.3941
"2026-07-02 23:35:56,747",2,25,760,0.3948
"2026-07-02 23:36:15,098",2,25,780,0.3936
"2026-07-02 23:36:33,344",2,25,800,0.3942
"2026-07-02 23:36:51,596",2,25,820,0.3943
"2026-07-02 23:37:09,883",2,25,840,0.3954
"2026-07-02 23:37:28,230",2,25,860,0.3959
"2026-07-02 23:37:46,574",2,25,880,0.3961
"2026-07-02 23:39:55,107",2,26,20,0.3838
"2026-07-02 23:40:13,358",2,26,40,0.4092
"2026-07-02 23:40:31,706",2,26,60,0.4071
"2026-07-02 23:40:49,956",2,26,80,0.3976
"2026-07-02 23:41:08,224",2,26,100,0.3978
"2026-07-02 23:41:26,479",2,26,120,0.3971
"2026-07-02 23:41:44,962",2,26,140,0.3995
"2026-07-02 23:42:03,266",2,26,160,0.3938
"2026-07-02 23:42:21,558",2,26,180,0.3935
"2026-07-02 23:42:39,822",2,26,200,0.3909
"2026-07-02 23:42:58,084",2,26,220,0.3928
"2026-07-02 23:43:16,325",2,26,240,0.391
"2026-07-02 23:43:34,677",2,26,260,0.3926
"2026-07-02 23:43:52,939",2,26,280,0.3917
"2026-07-02 23:44:11,219",2,26,300,0.3912
"2026-07-02 23:44:29,526",2,26,320,0.3906
