ts,stage,epoch,step,loss
"2026-07-02 17:43:46,998",2,2,700,1.6156
"2026-07-02 17:44:05,337",2,2,720,1.6161
"2026-07-02 17:44:23,763",2,2,740,1.6173
"2026-07-02 17:44:42,423",2,2,760,1.6175
"2026-07-02 17:45:00,721",2,2,780,1.6168
"2026-07-02 17:45:18,984",2,2,800,1.6157
"2026-07-02 17:45:37,273",2,2,820,1.6153
"2026-07-02 17:45:55,622",2,2,840,1.615
"2026-07-02 17:46:13,878",2,2,860,1.6156
"2026-07-02 17:46:32,146",2,2,880,1.6131
"2026-07-02 17:48:42,124",2,3,20,1.7174
"2026-07-02 17:49:00,391",2,3,40,1.6726
"2026-07-02 17:49:18,642",2,3,60,1.6365
"2026-07-02 17:49:36,981",2,3,80,1.6477
"2026-07-02 17:49:55,250",2,3,100,1.6538
"2026-07-02 17:50:13,534",2,3,120,1.6532
"2026-07-02 17:50:31,790",2,3,140,1.6502
"2026-07-02 17:50:50,038",2,3,160,1.6545
"2026-07-02 17:51:08,284",2,3,180,1.6542
"2026-07-02 17:51:26,543",2,3,200,1.6598
"2026-07-02 17:51:44,798",2,3,220,1.6527
"2026-07-02 17:52:03,239",2,3,240,1.6533
"2026-07-02 17:52:21,510",2,3,260,1.648
"2026-07-02 17:52:39,769",2,3,280,1.6441
"2026-07-02 17:52:58,023",2,3,300,1.648
"2026-07-02 17:53:16,300",2,3,320,1.6441
"2026-07-02 17:53:34,562",2,3,340,1.6392
"2026-07-02 17:53:52,817",2,3,360,1.6394
"2026-07-02 17:54:11,083",2,3,380,1.6432
"2026-07-02 17:54:29,358",2,3,400,1.6413
"2026-07-02 17:54:47,619",2,3,420,1.6399
"2026-07-02 17:55:05,879",2,3,440,1.6353
"2026-07-02 17:55:24,144",2,3,460,1.6317
"2026-07-02 17:55:42,425",2,3,480,1.6336
"2026-07-02 17:56:00,678",2,3,500,1.6319
"2026-07-02 17:56:18,940",2,3,520,1.6301
"2026-07-02 17:56:37,211",2,3,540,1.6239
"2026-07-02 17:56:55,479",2,3,560,1.6175
"2026-07-02 17:57:13,737",2,3,580,1.6123
"2026-07-02 17:57:31,992",2,3,600,1.6054
"2026-07-02 17:57:50,366",2,3,620,1.5988
"2026-07-02 17:58:08,627",2,3,640,1.5906
"2026-07-02 17:58:26,876",2,3,660,1.5831
"2026-07-02 17:58:45,194",2,3,680,1.576
"2026-07-02 17:59:03,471",2,3,700,1.5715
"2026-07-02 17:59:21,827",2,3,720,1.5649
"2026-07-02 17:59:40,084",2,3,740,1.5572
"2026-07-02 17:59:58,375",2,3,760,1.5544
"2026-07-02 18:00:16,767",2,3,780,1.5508
"2026-07-02 18:00:35,057",2,3,800,1.5478
"2026-07-02 18:00:53,317",2,3,820,1.5405
"2026-07-02 18:01:11,584",2,3,840,1.5335
"2026-07-02 18:01:29,885",2,3,860,1.527
"2026-07-02 18:01:48,282",2,3,880,1.5226
"2026-07-02 18:03:58,209",2,4,20,1.358
"2026-07-02 18:04:16,462",2,4,40,1.3064
"2026-07-02 18:04:34,737",2,4,60,1.274
"2026-07-02 18:04:52,998",2,4,80,1.2941
"2026-07-02 18:05:11,272",2,4,100,1.2973
"2026-07-02 18:05:29,534",2,4,120,1.2903
"2026-07-02 18:05:47,809",2,4,140,1.2721
"2026-07-02 18:06:06,067",2,4,160,1.2681
"2026-07-02 18:06:24,324",2,4,180,1.2574
"2026-07-02 18:06:42,588",2,4,200,1.2561
"2026-07-02 18:07:00,857",2,4,220,1.2507
"2026-07-02 18:07:19,111",2,4,240,1.253
"2026-07-02 18:07:37,379",2,4,260,1.2526
"2026-07-02 18:07:55,656",2,4,280,1.2522
"2026-07-02 18:08:13,926",2,4,300,1.2562
"2026-07-02 18:08:32,183",2,4,320,1.2534
"2026-07-02 18:08:50,440",2,4,340,1.2504
"2026-07-02 18:09:08,762",2,4,360,1.249
"2026-07-02 18:09:27,022",2,4,380,1.2444
"2026-07-02 18:09:45,276",2,4,400,1.2426
"2026-07-02 18:10:03,535",2,4,420,1.2416
"2026-07-02 18:10:21,939",2,4,440,1.2415
"2026-07-02 18:10:40,280",2,4,460,1.2395
"2026-07-02 18:10:58,515",2,4,480,1.2419
"2026-07-02 18:11:16,788",2,4,500,1.2423
"2026-07-02 18:11:35,059",2,4,520,1.2401
"2026-07-02 18:11:53,313",2,4,540,1.2376
"2026-07-02 18:12:11,773",2,4,560,1.2383
"2026-07-02 18:12:30,126",2,4,580,1.2372
"2026-07-02 18:12:48,411",2,4,600,1.2368
"2026-07-02 18:13:06,663",2,4,620,1.2378
"2026-07-02 18:13:24,921",2,4,640,1.2359
"2026-07-02 18:13:43,203",2,4,660,1.2326
"2026-07-02 18:14:01,457",2,4,680,1.2354
"2026-07-02 18:14:19,710",2,4,700,1.2354
"2026-07-02 18:14:38,017",2,4,720,1.233
"2026-07-02 18:14:56,428",2,4,740,1.2345
"2026-07-02 18:15:14,722",2,4,760,1.2348
"2026-07-02 18:15:32,996",2,4,780,1.2383
"2026-07-02 18:15:51,270",2,4,800,1.238
"2026-07-02 18:16:09,547",2,4,820,1.239
"2026-07-02 18:16:27,860",2,4,840,1.2399
"2026-07-02 18:16:46,178",2,4,860,1.241
"2026-07-02 18:17:04,466",2,4,880,1.2414
"2026-07-02 18:19:14,821",2,5,20,1.1809
"2026-07-02 18:19:33,146",2,5,40,1.1406
"2026-07-02 18:19:51,438",2,5,60,1.1553
"2026-07-02 18:20:09,755",2,5,80,1.1761
"2026-07-02 18:20:28,298",2,5,100,1.1772
"2026-07-02 18:20:46,966",2,5,120,1.196
"2026-07-02 18:21:05,308",2,5,140,1.1942
"2026-07-02 18:21:23,632",2,5,160,1.1842
"2026-07-02 18:21:41,957",2,5,180,1.1807
"2026-07-02 18:22:00,234",2,5,200,1.1871
"2026-07-02 18:22:18,511",2,5,220,1.1884
"2026-07-02 18:22:36,783",2,5,240,1.184
"2026-07-02 18:22:55,046",2,5,260,1.191
"2026-07-02 18:23:13,297",2,5,280,1.1881
"2026-07-02 18:23:31,552",2,5,300,1.1918
"2026-07-02 18:23:49,831",2,5,320,1.1899
"2026-07-02 18:24:08,291",2,5,340,1.1849
"2026-07-02 18:24:26,921",2,5,360,1.185
"2026-07-02 18:24:45,539",2,5,380,1.1876
"2026-07-02 18:25:04,032",2,5,400,1.1895
"2026-07-02 18:25:22,289",2,5,420,1.1828
"2026-07-02 18:25:40,552",2,5,440,1.1806
"2026-07-02 18:25:58,823",2,5,460,1.1855
"2026-07-02 18:26:17,128",2,5,480,1.186
"2026-07-02 18:26:35,386",2,5,500,1.1876
"2026-07-02 18:26:53,642",2,5,520,1.1872
"2026-07-02 18:27:11,920",2,5,540,1.1896
"2026-07-02 18:27:30,179",2,5,560,1.1856
"2026-07-02 18:27:48,438",2,5,580,1.1847
"2026-07-02 18:28:06,703",2,5,600,1.187
"2026-07-02 18:28:25,196",2,5,620,1.1869
"2026-07-02 18:28:43,846",2,5,640,1.1887
"2026-07-02 18:29:02,498",2,5,660,1.1875
"2026-07-02 18:29:21,127",2,5,680,1.1895
"2026-07-02 18:29:39,770",2,5,700,1.1881
"2026-07-02 18:29:58,414",2,5,720,1.1898
"2026-07-02 18:30:17,073",2,5,740,1.1918
"2026-07-02 18:30:35,345",2,5,760,1.1913
"2026-07-02 18:30:53,726",2,5,780,1.1918
"2026-07-02 18:31:11,977",2,5,800,1.1912
"2026-07-02 18:31:30,238",2,5,820,1.1907
"2026-07-02 18:31:48,511",2,5,840,1.1911
"2026-07-02 18:32:06,788",2,5,860,1.1905
"2026-07-02 18:32:25,082",2,5,880,1.1901
"2026-07-02 18:34:35,219",2,6,20,1.1272
"2026-07-02 18:34:53,477",2,6,40,1.1232
"2026-07-02 18:35:11,821",2,6,60,1.1287
"2026-07-02 18:35:30,179",2,6,80,1.1621
"2026-07-02 18:35:48,454",2,6,100,1.1602
"2026-07-02 18:36:06,763",2,6,120,1.1399
"2026-07-02 18:36:25,024",2,6,140,1.1347
"2026-07-02 18:36:43,356",2,6,160,1.1272
"2026-07-02 18:37:01,676",2,6,180,1.1369
"2026-07-02 18:37:19,944",2,6,200,1.1295
"2026-07-02 18:37:38,261",2,6,220,1.1228
"2026-07-02 18:37:56,785",2,6,240,1.1271
"2026-07-02 18:38:15,100",2,6,260,1.1272
"2026-07-02 18:38:33,373",2,6,280,1.1208
"2026-07-02 18:38:51,708",2,6,300,1.1194
"2026-07-02 18:39:10,009",2,6,320,1.1227
"2026-07-02 18:39:28,280",2,6,340,1.1242
"2026-07-02 18:39:46,549",2,6,360,1.1285
"2026-07-02 18:40:05,127",2,6,380,1.1266
"2026-07-02 18:40:23,782",2,6,400,1.1253
"2026-07-02 18:40:42,279",2,6,420,1.1272
"2026-07-02 18:41:00,540",2,6,440,1.1241
"2026-07-02 18:41:18,796",2,6,460,1.1251
"2026-07-02 18:41:37,065",2,6,480,1.1257
"2026-07-02 18:41:55,343",2,6,500,1.1261
"2026-07-02 18:42:13,862",2,6,520,1.1281
"2026-07-02 18:42:32,114",2,6,540,1.1315
"2026-07-02 18:42:50,382",2,6,560,1.1346
"2026-07-02 18:43:08,729",2,6,580,1.135
"2026-07-02 18:43:26,986",2,6,600,1.1368
"2026-07-02 18:43:45,246",2,6,620,1.138
"2026-07-02 18:44:03,518",2,6,640,1.137
"2026-07-02 18:44:21,776",2,6,660,1.136
"2026-07-02 18:44:40,035",2,6,680,1.1368
"2026-07-02 18:44:58,353",2,6,700,1.1368
"2026-07-02 18:45:16,637",2,6,720,1.135
"2026-07-02 18:45:34,891",2,6,740,1.1352
"2026-07-02 18:45:53,147",2,6,760,1.1355
"2026-07-02 18:46:11,414",2,6,780,1.1364
"2026-07-02 18:46:29,684",2,6,800,1.1388
"2026-07-02 18:46:47,960",2,6,820,1.1397
"2026-07-02 18:47:06,216",2,6,840,1.1406
"2026-07-02 18:47:24,553",2,6,860,1.1411
"2026-07-02 18:47:42,818",2,6,880,1.1408
"2026-07-02 18:49:52,339",2,7,20,0.9116
"2026-07-02 18:50:10,609",2,7,40,1.0104
"2026-07-02 18:50:28,887",2,7,60,1.047
"2026-07-02 18:50:47,198",2,7,80,1.0796
"2026-07-02 18:51:05,505",2,7,100,1.0788
"2026-07-02 18:51:23,856",2,7,120,1.0972
"2026-07-02 18:51:42,198",2,7,140,1.0987
"2026-07-02 18:52:00,534",2,7,160,1.1058
"2026-07-02 18:52:18,875",2,7,180,1.0966
"2026-07-02 18:52:37,224",2,7,200,1.0917
"2026-07-02 18:52:55,526",2,7,220,1.0901
"2026-07-02 18:53:13,853",2,7,240,1.0887
"2026-07-02 18:53:32,157",2,7,260,1.0796
"2026-07-02 18:53:50,408",2,7,280,1.0831
"2026-07-02 18:54:08,677",2,7,300,1.0806
"2026-07-02 18:54:26,940",2,7,320,1.0806
"2026-07-02 18:54:45,191",2,7,340,1.0796
"2026-07-02 18:55:03,453",2,7,360,1.0834
"2026-07-02 18:55:21,729",2,7,380,1.0843
"2026-07-02 18:55:39,988",2,7,400,1.0869
"2026-07-02 18:55:58,241",2,7,420,1.0883
"2026-07-02 18:56:16,503",2,7,440,1.0911
"2026-07-02 18:56:34,782",2,7,460,1.0901
"2026-07-02 18:56:53,036",2,7,480,1.0896
"2026-07-02 18:57:11,293",2,7,500,1.0891
"2026-07-02 18:57:29,556",2,7,520,1.0884
"2026-07-02 18:57:47,826",2,7,540,1.0833
"2026-07-02 18:58:06,087",2,7,560,1.0827
"2026-07-02 18:58:24,340",2,7,580,1.0804
"2026-07-02 18:58:42,615",2,7,600,1.0823
"2026-07-02 18:59:00,872",2,7,620,1.0831
"2026-07-02 18:59:19,130",2,7,640,1.0854
"2026-07-02 18:59:37,491",2,7,660,1.0861
"2026-07-02 18:59:55,768",2,7,680,1.0865
"2026-07-02 19:00:14,027",2,7,700,1.0861
"2026-07-02 19:00:32,320",2,7,720,1.0885
"2026-07-02 19:00:50,727",2,7,740,1.0886
"2026-07-02 19:01:09,000",2,7,760,1.0878
"2026-07-02 19:01:27,276",2,7,780,1.0906
"2026-07-02 19:01:45,533",2,7,800,1.0931
"2026-07-02 19:02:03,807",2,7,820,1.0934
"2026-07-02 19:02:22,335",2,7,840,1.0925
"2026-07-02 19:02:40,615",2,7,860,1.0916
"2026-07-02 19:02:58,874",2,7,880,1.0905
"2026-07-02 19:05:07,921",2,8,20,1.0705
"2026-07-02 19:05:26,215",2,8,40,1.092
"2026-07-02 19:05:44,496",2,8,60,1.0698
"2026-07-02 19:06:02,791",2,8,80,1.0592
"2026-07-02 19:06:21,049",2,8,100,1.0567
"2026-07-02 19:06:39,315",2,8,120,1.0639
"2026-07-02 19:06:57,574",2,8,140,1.0557
"2026-07-02 19:07:15,829",2,8,160,1.0491
"2026-07-02 19:07:34,085",2,8,180,1.0516
"2026-07-02 19:07:52,359",2,8,200,1.0495
"2026-07-02 19:08:10,690",2,8,220,1.0375
"2026-07-02 19:08:28,959",2,8,240,1.0463
"2026-07-02 19:08:47,264",2,8,260,1.0489
"2026-07-02 19:09:05,581",2,8,280,1.0493
"2026-07-02 19:09:23,906",2,8,300,1.0511
"2026-07-02 19:09:42,234",2,8,320,1.0546
"2026-07-02 19:10:00,513",2,8,340,1.0506
"2026-07-02 19:10:18,829",2,8,360,1.051
"2026-07-02 19:10:37,098",2,8,380,1.0557
"2026-07-02 19:10:55,355",2,8,400,1.0576
"2026-07-02 19:11:13,745",2,8,420,1.0571
"2026-07-02 19:11:32,083",2,8,440,1.0564
"2026-07-02 19:11:50,334",2,8,460,1.0541
"2026-07-02 19:12:08,600",2,8,480,1.0542
"2026-07-02 19:12:26,867",2,8,500,1.055
"2026-07-02 19:12:45,161",2,8,520,1.055
"2026-07-02 19:13:03,419",2,8,540,1.0564
"2026-07-02 19:13:21,691",2,8,560,1.0524
"2026-07-02 19:13:39,959",2,8,580,1.0501
"2026-07-02 19:13:58,215",2,8,600,1.045
"2026-07-02 19:14:16,477",2,8,620,1.0475
"2026-07-02 19:14:34,757",2,8,640,1.0445
"2026-07-02 19:14:53,011",2,8,660,1.0433
"2026-07-02 19:15:11,287",2,8,680,1.0419
"2026-07-02 19:15:29,554",2,8,700,1.0416
"2026-07-02 19:15:47,824",2,8,720,1.0426
"2026-07-02 19:16:06,045",2,8,740,1.0428
"2026-07-02 19:16:24,269",2,8,760,1.0433
"2026-07-02 19:16:42,522",2,8,780,1.0414
"2026-07-02 19:17:00,718",2,8,800,1.0431
"2026-07-02 19:17:19,061",2,8,820,1.0431
"2026-07-02 19:17:37,293",2,8,840,1.0447
"2026-07-02 19:17:55,588",2,8,860,1.0452
"2026-07-02 19:18:13,827",2,8,880,1.0469
"2026-07-02 19:20:22,747",2,9,20,1.0713
"2026-07-02 19:20:41,023",2,9,40,0.9881
"2026-07-02 19:20:59,279",2,9,60,0.9631
"2026-07-02 19:21:17,553",2,9,80,0.9621
"2026-07-02 19:21:35,811",2,9,100,0.9477
"2026-07-02 19:21:54,065",2,9,120,0.9477
"2026-07-02 19:22:12,322",2,9,140,0.9721
"2026-07-02 19:22:30,616",2,9,160,0.9748
"2026-07-02 19:22:48,917",2,9,180,0.9744
"2026-07-02 19:23:07,176",2,9,200,0.9684
"2026-07-02 19:23:25,565",2,9,220,0.9607
"2026-07-02 19:23:43,850",2,9,240,0.967
"2026-07-02 19:24:02,306",2,9,260,0.9706
"2026-07-02 19:24:20,589",2,9,280,0.9799
"2026-07-02 19:24:38,864",2,9,300,0.9778
"2026-07-02 19:24:57,150",2,9,320,0.9834
"2026-07-02 19:25:15,484",2,9,340,0.978
"2026-07-02 19:25:33,783",2,9,360,0.9806
"2026-07-02 19:25:52,090",2,9,380,0.9795
"2026-07-02 19:26:10,453",2,9,400,0.98
"2026-07-02 19:26:28,753",2,9,420,0.9783
"2026-07-02 19:26:47,030",2,9,440,0.9841
"2026-07-02 19:27:05,333",2,9,460,0.9845
"2026-07-02 19:27:23,626",2,9,480,0.9854
"2026-07-02 19:27:41,880",2,9,500,0.9844
"2026-07-02 19:28:00,155",2,9,520,0.9852
"2026-07-02 19:28:18,477",2,9,540,0.9832
"2026-07-02 19:28:36,727",2,9,560,0.9861
"2026-07-02 19:28:54,979",2,9,580,0.9864
"2026-07-02 19:29:13,272",2,9,600,0.9877
"2026-07-02 19:29:31,530",2,9,620,0.9887
"2026-07-02 19:29:49,782",2,9,640,0.9855
"2026-07-02 19:30:08,083",2,9,660,0.9868
"2026-07-02 19:30:26,359",2,9,680,0.9879
"2026-07-02 19:30:44,606",2,9,700,0.9884
"2026-07-02 19:31:02,868",2,9,720,0.9905
"2026-07-02 19:31:21,137",2,9,740,0.9916
"2026-07-02 19:31:39,404",2,9,760,0.9933
"2026-07-02 19:31:57,664",2,9,780,0.9961
"2026-07-02 19:32:15,919",2,9,800,0.9982
"2026-07-02 19:32:34,195",2,9,820,0.9966
"2026-07-02 19:32:52,473",2,9,840,0.9946
"2026-07-02 19:33:10,728",2,9,860,0.9937
"2026-07-02 19:33:28,988",2,9,880,0.9929
"2026-07-02 19:35:37,269",2,10,20,0.9573
"2026-07-02 19:35:55,543",2,10,40,0.977
"2026-07-02 19:36:13,962",2,10,60,0.9649
"2026-07-02 19:36:32,444",2,10,80,0.9593
"2026-07-02 19:36:50,769",2,10,100,0.9454
"2026-07-02 19:37:09,070",2,10,120,0.9443
"2026-07-02 19:37:27,325",2,10,140,0.9242
"2026-07-02 19:37:45,586",2,10,160,0.9251
"2026-07-02 19:38:03,851",2,10,180,0.9315
"2026-07-02 19:38:22,217",2,10,200,0.9383
"2026-07-02 19:38:40,477",2,10,220,0.9363
"2026-07-02 19:38:58,730",2,10,240,0.9356
"2026-07-02 19:39:17,067",2,10,260,0.9364
"2026-07-02 19:39:35,329",2,10,280,0.9337
"2026-07-02 19:39:53,581",2,10,300,0.9367
"2026-07-02 19:40:11,861",2,10,320,0.9474
"2026-07-02 19:40:30,154",2,10,340,0.9423
"2026-07-02 19:40:48,531",2,10,360,0.9466
"2026-07-02 19:41:06,779",2,10,380,0.948
"2026-07-02 19:41:25,102",2,10,400,0.9502
"2026-07-02 19:41:43,395",2,10,420,0.9513
"2026-07-02 19:42:01,803",2,10,440,0.9494
"2026-07-02 19:42:20,396",2,10,460,0.9464
"2026-07-02 19:42:38,880",2,10,480,0.9452
"2026-07-02 19:42:57,167",2,10,500,0.9396
"2026-07-02 19:43:15,438",2,10,520,0.9417
"2026-07-02 19:43:33,710",2,10,540,0.9422
"2026-07-02 19:43:52,004",2,10,560,0.9428
"2026-07-02 19:44:10,280",2,10,580,0.9426
"2026-07-02 19:44:28,656",2,10,600,0.9443
"2026-07-02 19:44:46,958",2,10,620,0.9441
"2026-07-02 19:45:05,225",2,10,640,0.9432
"2026-07-02 19:45:23,521",2,10,660,0.9456
"2026-07-02 19:45:41,793",2,10,680,0.9457
"2026-07-02 19:46:00,066",2,10,700,0.9457
"2026-07-02 19:46:18,342",2,10,720,0.9453
"2026-07-02 19:46:36,593",2,10,740,0.9471
"2026-07-02 19:46:54,856",2,10,760,0.9456
"2026-07-02 19:47:13,188",2,10,780,0.9451
"2026-07-02 19:47:31,452",2,10,800,0.9452
"2026-07-02 19:47:49,705",2,10,820,0.9449
"2026-07-02 19:48:07,966",2,10,840,0.943
"2026-07-02 19:48:26,242",2,10,860,0.9443
"2026-07-02 19:48:44,495",2,10,880,0.9411
"2026-07-02 19:50:52,576",2,11,20,0.903
"2026-07-02 19:51:10,830",2,11,40,0.9073
"2026-07-02 19:51:29,086",2,11,60,0.8774
"2026-07-02 19:51:47,360",2,11,80,0.8718
"2026-07-02 19:52:05,625",2,11,100,0.8607
"2026-07-02 19:52:23,932",2,11,120,0.8634
"2026-07-02 19:52:42,193",2,11,140,0.8767
"2026-07-02 19:53:00,461",2,11,160,0.875
"2026-07-02 19:53:18,711",2,11,180,0.8731
"2026-07-02 19:53:36,993",2,11,200,0.8711
"2026-07-02 19:53:55,275",2,11,220,0.8725
"2026-07-02 19:54:13,540",2,11,240,0.8748
"2026-07-02 19:54:31,798",2,11,260,0.8791
"2026-07-02 19:54:50,055",2,11,280,0.8788
"2026-07-02 19:55:08,337",2,11,300,0.884
"2026-07-02 19:55:26,592",2,11,320,0.8892
"2026-07-02 19:55:44,846",2,11,340,0.8943
"2026-07-02 19:56:03,106",2,11,360,0.8976
"2026-07-02 19:56:21,377",2,11,380,0.8948
"2026-07-02 19:56:39,679",2,11,400,0.8936
"2026-07-02 19:56:57,950",2,11,420,0.89
"2026-07-02 19:57:16,240",2,11,440,0.8892
"2026-07-02 19:57:34,505",2,11,460,0.8899
"2026-07-02 19:57:52,754",2,11,480,0.8869
"2026-07-02 19:58:11,017",2,11,500,0.8874
"2026-07-02 19:58:29,287",2,11,520,0.8867
"2026-07-02 19:58:47,649",2,11,540,0.8834
"2026-07-02 19:59:06,105",2,11,560,0.8807
"2026-07-02 19:59:24,423",2,11,580,0.8834
"2026-07-02 19:59:42,753",2,11,600,0.883
"2026-07-02 20:00:01,100",2,11,620,0.8852
"2026-07-02 20:00:19,368",2,11,640,0.884
"2026-07-02 20:00:37,696",2,11,660,0.8844
"2026-07-02 20:00:55,958",2,11,680,0.8859
"2026-07-02 20:01:14,256",2,11,700,0.8841
"2026-07-02 20:01:32,568",2,11,720,0.8824
"2026-07-02 20:01:50,841",2,11,740,0.8805
"2026-07-02 20:02:09,135",2,11,760,0.8791
"2026-07-02 20:02:27,473",2,11,780,0.8774
"2026-07-02 20:02:45,732",2,11,800,0.8797
"2026-07-02 20:03:04,088",2,11,820,0.8814
"2026-07-02 20:03:22,346",2,11,840,0.881
"2026-07-02 20:03:40,600",2,11,860,0.8819
"2026-07-02 20:03:58,867",2,11,880,0.8805
"2026-07-02 20:06:07,644",2,12,20,0.7531
"2026-07-02 20:06:25,921",2,12,40,0.7414
"2026-07-02 20:06:44,178",2,12,60,0.7808
"2026-07-02 20:07:02,535",2,12,80,0.7732
"2026-07-02 20:07:20,966",2,12,100,0.7919
"2026-07-02 20:07:39,224",2,12,120,0.8144
"2026-07-02 20:07:57,457",2,12,140,0.8209
"2026-07-02 20:08:15,711",2,12,160,0.8219
"2026-07-02 20:08:33,974",2,12,180,0.8283
"2026-07-02 20:08:52,227",2,12,200,0.821
"2026-07-02 20:09:10,483",2,12,220,0.827
"2026-07-02 20:09:28,765",2,12,240,0.8257
"2026-07-02 20:09:47,042",2,12,260,0.8229
"2026-07-02 20:10:05,308",2,12,280,0.83
"2026-07-02 20:10:23,565",2,12,300,0.8284
"2026-07-02 20:10:41,879",2,12,320,0.8253
"2026-07-02 20:11:00,181",2,12,340,0.825
"2026-07-02 20:11:18,434",2,12,360,0.8257
"2026-07-02 20:11:36,690",2,12,380,0.8211
"2026-07-02 20:11:54,958",2,12,400,0.8244
"2026-07-02 20:12:13,224",2,12,420,0.8253
"2026-07-02 20:12:31,744",2,12,440,0.8277
"2026-07-02 20:12:49,996",2,12,460,0.8288
"2026-07-02 20:13:08,274",2,12,480,0.8302
"2026-07-02 20:13:26,554",2,12,500,0.8282
"2026-07-02 20:13:44,835",2,12,520,0.8284
"2026-07-02 20:14:03,096",2,12,540,0.8301
"2026-07-02 20:14:21,375",2,12,560,0.8307
"2026-07-02 20:14:39,762",2,12,580,0.8328
"2026-07-02 20:14:58,116",2,12,600,0.8354
"2026-07-02 20:15:16,665",2,12,620,0.833
"2026-07-02 20:15:35,117",2,12,640,0.8344
"2026-07-02 20:15:53,447",2,12,660,0.8335
"2026-07-02 20:16:11,764",2,12,680,0.8328
"2026-07-02 20:16:30,075",2,12,700,0.8331
"2026-07-02 20:16:48,515",2,12,720,0.8316
"2026-07-02 20:17:06,797",2,12,740,0.8312
"2026-07-02 20:17:25,097",2,12,760,0.8279
"2026-07-02 20:17:43,380",2,12,780,0.8265
"2026-07-02 20:18:01,654",2,12,800,0.8263
"2026-07-02 20:18:20,028",2,12,820,0.8275
"2026-07-02 20:18:38,375",2,12,840,0.8274
"2026-07-02 20:18:56,662",2,12,860,0.8278
"2026-07-02 20:19:14,921",2,12,880,0.8288
"2026-07-02 20:21:24,233",2,13,20,0.7713
"2026-07-02 20:21:42,493",2,13,40,0.7717
"2026-07-02 20:22:00,994",2,13,60,0.7747
"2026-07-02 20:22:19,627",2,13,80,0.7926
"2026-07-02 20:22:38,241",2,13,100,0.7897
"2026-07-02 20:22:56,579",2,13,120,0.7843
"2026-07-02 20:23:14,820",2,13,140,0.7899
"2026-07-02 20:23:33,058",2,13,160,0.7791
"2026-07-02 20:23:51,288",2,13,180,0.7792
"2026-07-02 20:24:09,536",2,13,200,0.7736
"2026-07-02 20:24:27,780",2,13,220,0.7767
"2026-07-02 20:24:46,005",2,13,240,0.7699
"2026-07-02 20:25:04,284",2,13,260,0.7684
"2026-07-02 20:25:22,547",2,13,280,0.7787
"2026-07-02 20:25:40,812",2,13,300,0.7772
"2026-07-02 20:25:59,024",2,13,320,0.7824
"2026-07-02 20:26:17,264",2,13,340,0.7839
"2026-07-02 20:26:35,534",2,13,360,0.7785
"2026-07-02 20:26:53,761",2,13,380,0.7766
"2026-07-02 20:27:11,992",2,13,400,0.7765
"2026-07-02 20:27:30,251",2,13,420,0.7751
"2026-07-02 20:27:48,533",2,13,440,0.7769
"2026-07-02 20:28:06,792",2,13,460,0.7789
"2026-07-02 20:28:25,047",2,13,480,0.7768
"2026-07-02 20:28:43,341",2,13,500,0.7767
"2026-07-02 20:29:01,648",2,13,520,0.7771
"2026-07-02 20:29:20,059",2,13,540,0.7779
"2026-07-02 20:29:38,478",2,13,560,0.7801
"2026-07-02 20:29:56,829",2,13,580,0.7804
"2026-07-02 20:30:15,116",2,13,600,0.7785
"2026-07-02 20:30:33,366",2,13,620,0.7778
"2026-07-02 20:30:51,618",2,13,640,0.7755
"2026-07-02 20:31:09,895",2,13,660,0.7768
"2026-07-02 20:31:28,157",2,13,680,0.7794
"2026-07-02 20:31:46,425",2,13,700,0.7782
"2026-07-02 20:32:04,683",2,13,720,0.7776
"2026-07-02 20:32:22,975",2,13,740,0.7776
"2026-07-02 20:32:41,254",2,13,760,0.7782
"2026-07-02 20:32:59,631",2,13,780,0.777
"2026-07-02 20:33:17,939",2,13,800,0.7784
"2026-07-02 20:33:36,230",2,13,820,0.7788
"2026-07-02 20:33:54,539",2,13,840,0.7778
"2026-07-02 20:34:12,873",2,13,860,0.7783
"2026-07-02 20:34:31,207",2,13,880,0.7778
"2026-07-02 20:36:41,137",2,14,20,0.7502
"2026-07-02 20:36:59,398",2,14,40,0.7494
"2026-07-02 20:37:17,958",2,14,60,0.7515
"2026-07-02 20:37:36,354",2,14,80,0.7405
"2026-07-02 20:37:54,629",2,14,100,0.7274
"2026-07-02 20:38:13,131",2,14,120,0.7102
"2026-07-02 20:38:31,426",2,14,140,0.7136
"2026-07-02 20:38:49,687",2,14,160,0.7121
"2026-07-02 20:39:07,965",2,14,180,0.7139
"2026-07-02 20:39:26,221",2,14,200,0.7153
"2026-07-02 20:39:44,474",2,14,220,0.7209
"2026-07-02 20:40:02,737",2,14,240,0.717
"2026-07-02 20:40:21,010",2,14,260,0.7144
"2026-07-02 20:40:39,261",2,14,280,0.7162
"2026-07-02 20:40:57,719",2,14,300,0.7207
"2026-07-02 20:41:16,013",2,14,320,0.7185
"2026-07-02 20:41:34,457",2,14,340,0.7215
"2026-07-02 20:41:52,714",2,14,360,0.7189
"2026-07-02 20:42:11,048",2,14,380,0.7189
"2026-07-02 20:42:29,365",2,14,400,0.7205
"2026-07-02 20:42:47,862",2,14,420,0.7188
"2026-07-02 20:43:06,099",2,14,440,0.7231
"2026-07-02 20:43:24,365",2,14,460,0.7243
"2026-07-02 20:43:42,636",2,14,480,0.7232
"2026-07-02 20:44:00,899",2,14,500,0.72
